-0.076877005	-0.06341593	0.042804077	-0.030253677	-0.024787815	0.054375984	-0.011461668	0.04819934	0.06653416	0.00306799	0.086907096	0.22282676	-0.046933558	0.06584793	0.011582129	-0.015518533
-0.13864012	0.042325255	0.14762567	-0.03202557	-0.15506947	0.119780965	-0.039519798	0.2181229	0.08579435	0.12877727	0.14301874	0.33287388	-0.11295015	0.027624799	0.20336783	-0.124020636
-0.2618572	0.07299844	0.19294259	-0.13845931	-0.26818803	0.16879226	-0.13887312	0.3162159	0.25905445	0.2082255	0.29619974	0.21893714	-0.26701865	-0.08593771	0.26901382	-0.29578224
0.8906163	-0.431173	-0.6606151	0.6241164	0.81172884	-0.6797891	0.6006823	-0.8968861	-0.74096125	-0.72457135	-0.85236156	0.38376006	0.7906479	0.62012184	-0.8528908	0.7721164
-0.058966797	0.03581971	-0.016400361	-0.0024827092	0.017698811	-0.0046605463	-0.046010178	0.006546868	0.07646406	-0.0010337506	0.0008871141	0.39011192	-0.08280652	0.06387668	0.07131687	-0.026880153
-0.04661478	0.08421354	0.075422175	-0.059154715	-0.051072303	0.09642139	-0.027820002	0.022366418	0.004006193	0.02101524	0.049781535	0.33099738	-0.0061377855	-0.005901841	0.09699994	-0.027142763
0.7418775	-0.41909814	-0.54199857	0.4986072	0.6674823	-0.6284109	0.5531603	-0.6849462	-0.5747765	-0.6007386	-0.652156	0.3054475	0.6164571	0.48759967	-0.6591361	0.6762624
-0.065789655	-0.0031794037	0.05908959	-0.041454036	-0.027313497	0.021655602	0.0018527047	0.014323402	0.030179871	0.019040514	0.07413509	0.18027148	-0.046004836	0.036068693	0.049398765	-0.005575714
0.8368938	-0.46514177	-0.6298666	0.5379945	0.71711385	-0.6982701	0.59398466	-0.7338744	-0.6469425	-0.70054173	-0.69486034	0.3634694	0.77194554	0.58952063	-0.7703109	0.7260817
-0.12657103	-0.0126961125	-0.0031445557	0.0031791017	-0.037041627	0.04383101	-0.02574018	0.012378277	0.08021106	0.06439192	0.08315762	0.067553915	-0.009215721	0.006162108	0.081848234	-0.105275206
0.83994204	-0.5242764	-0.61285734	0.5904633	0.8039377	-0.73849463	0.6315216	-0.75221956	-0.7376538	-0.68811446	-0.7744461	0.3554325	0.76990974	0.55221707	-0.73534256	0.7831495
-0.27674586	0.17239182	0.24810816	-0.17574692	-0.32309425	0.19749525	-0.16170591	0.26249823	0.24558607	0.19910924	0.22112508	0.13468619	-0.25654858	-0.15352009	0.24133965	-0.2926355
-0.010497282	-0.046783704	0.06436649	-0.007884243	-0.032257024	0.02505898	-0.04849917	0.02239402	0.032601025	0.055503666	0.061480526	0.07010967	-0.022603514	-0.030432938	0.027998192	-0.04823474
-0.74206185	0.4145128	0.60392576	-0.6021419	-0.7118503	0.67250353	-0.5258947	0.7391149	0.64427704	0.6591033	0.718837	0.2638839	-0.68683994	-0.45888048	0.71538883	-0.7341796
-0.07477501	0.021199407	0.088586025	-0.08766808	-0.11539117	0.04444062	-0.055537	0.08231565	0.119417965	0.10915315	0.10617417	0.022824556	-0.051834863	-0.030620992	0.11027407	-0.118273124
0.55223024	-0.30401987	-0.41657916	0.40291896	0.53896457	-0.47491598	0.4552913	-0.554568	-0.44517124	-0.48250616	-0.5150682	0.08980743	0.5401728	0.4043091	-0.56685233	0.53104144
-0.058966637	0.010761867	0.019150289	-0.03561426	-0.03613711	0.038411133	-0.021058446	0.019260427	0.070294105	0.06475625	0.022709489	0.04816281	-0.08413427	-0.030070638	0.049946103	0.01430185
0.43225685	-0.19602661	-0.27541864	0.29504398	0.39456186	-0.29471105	0.28273037	-0.35915697	-0.2714166	-0.266493	-0.37245378	0.13881958	0.3336157	0.19720055	-0.3968906	0.38611388
